LoanID,CustomerID,ProductID,RegionID,OriginationDate,APR,TenorMonths,OriginationAmount,CurrentBalance,Status,InterestType,RepaymentFrequency,RiskBand,Channel,CollateralizedFlag,WriteOffFlag,ClosedDate,LastPaymentDate,Currency
9027117,106488,509,3049,2022-06-30,10.22,109,105283.59,88.21,Closed,Fixed,Monthly,B,Branch,1,0,2025-09-05,2025-09-05,EUR
9027118,108157,508,3040,2023-07-21,11.31,26,2060.51,29.61,Closed,Fixed,Biweekly,D,Branch,0,0,2024-05-27,2024-05-27,USD
9027119,109313,508,3053,2024-11-23,9.3,20,2130.71,1054.56,Active,Fixed,Monthly,D,Partner,0,0,,2025-03-13,INR
9027120,105419,519,3043,2021-08-08,8.0,107,68259.92,144.34,Closed,Fixed,Monthly,B,Online,1,0,2025-09-26,2025-09-26,USD
9027121,110415,519,3059,2024-11-24,8.69,279,53130.98,50233.68,Active,Fixed,Monthly,B,Online,1,0,,2025-09-21,INR
9027122,109290,513,3068,2020-11-07,8.47,14,24037.59,480.75,Active,Variable,Monthly,D,Partner,1,0,,2021-09-15,GBP
9027123,108334,522,3078,2020-10-16,22.34,21,3901.35,78.03,Active,Variable,Monthly,B,Online,0,0,,2021-09-27,INR
9027124,111170,518,3022,2020-05-07,9.53,74,12161.44,172.43,Closed,Variable,Monthly,C,Online,1,0,2021-03-25,2021-03-25,INR
9027125,101046,509,3093,2020-11-12,8.73,219,153675.27,109554.73,Active,Variable,Monthly,A,Partner,1,0,,2025-09-28,INR
9027126,109260,502,3070,2020-03-25,7.59,77,8406.07,1230.94,Active,Fixed,Monthly,E,Branch,1,0,,2023-11-04,USD
9027127,107636,519,3019,2020-05-27,8.66,275,55467.72,692.06,Closed,Variable,Biweekly,A,Branch,1,0,2024-03-14,2024-03-14,INR
9027128,104187,521,3038,2025-08-20,17.05,15,1686.7,1560.23,Active,Fixed,Monthly,A,Online,0,0,,2025-09-10,EUR
9027129,103340,516,3002,2024-12-08,8.16,53,51645.06,41925.21,Active,Fixed,Biweekly,A,Mobile,1,0,,2025-09-17,USD
9027130,106177,502,3002,2020-03-12,10.86,60,55366.08,717.75,Closed,Fixed,Monthly,A,Online,1,0,2020-10-23,2020-10-23,USD
9027131,104773,511,3006,2023-11-03,22.41,8,1103.72,22.07,Active,Fixed,Monthly,D,Partner,0,0,,2024-01-31,USD
9027132,103435,514,3128,2024-01-30,20.22,0,13054.21,6667.36,Active,Fixed,Monthly,B,Online,0,0,,2025-01-03,INR
9027133,111971,504,3069,2020-04-28,10.24,88,14743.53,3507.79,Active,Fixed,Monthly,B,Online,0,0,,2025-09-11,USD
9027134,107300,514,3107,2023-03-31,14.81,0,9026.11,321.79,Closed,Fixed,Monthly,E,Branch,0,0,2024-02-20,2024-02-20,USD
9027135,106902,519,3002,2021-01-19,10.71,265,161164.69,132838.82,Active,Fixed,Monthly,A,Partner,1,0,,2025-09-03,USD
9027136,105799,523,3001,2023-01-07,22.21,24,22367.42,447.35,Active,Fixed,Biweekly,A,Online,0,0,,2023-09-09,USD
9027137,100965,515,3095,2025-03-22,18.98,22,1708.77,17.07,Closed,Variable,Monthly,C,Mobile,0,0,2025-08-06,2025-08-06,GBP
9027138,107444,508,3019,2021-02-14,17.95,17,2558.62,38.92,Closed,Variable,Monthly,B,Branch,0,0,2023-06-30,2023-06-30,EUR
9027139,109371,507,3026,2022-07-25,9.17,15,1809.35,90.47,Delinquent,Fixed,Biweekly,A,Branch,0,0,,2023-10-31,EUR
9027140,110626,510,3083,2020-09-06,14.1,0,64632.29,30656.59,Active,Fixed,Monthly,B,Branch,1,0,,2021-07-31,USD
9027141,106678,508,3018,2024-07-08,16.78,16,1363.05,12.16,Closed,Fixed,Monthly,A,Partner,0,0,2025-09-21,2025-09-21,USD
9027142,100500,515,3062,2024-10-23,19.29,21,1887.46,32.91,Closed,Fixed,Monthly,E,Partner,0,0,2025-08-05,2025-08-05,INR
9027143,104554,513,3042,2023-09-11,12.17,59,18578.72,21.89,Closed,Fixed,Biweekly,D,Partner,1,0,2025-09-10,2025-09-10,EUR
9027144,100049,514,3132,2020-08-07,15.22,0,14220.83,314.7,Closed,Fixed,Monthly,C,Online,0,0,2021-05-19,2021-05-19,INR
9027145,109161,513,3118,2021-09-12,7.16,12,27037.26,540.75,Active,Fixed,Monthly,B,Branch,1,0,,2022-05-05,USD
9027146,100987,523,3147,2021-06-19,11.63,16,23685.77,473.72,Active,Fixed,Monthly,B,Branch,0,0,,2021-08-30,EUR
9027147,106771,509,3111,2022-04-30,10.43,233,140842.33,2519.26,Closed,Fixed,Monthly,C,Partner,1,0,2022-12-09,2022-12-09,GBP
9027148,101115,512,3073,2024-08-16,26.69,0,18568.43,7687.1,Active,Variable,Monthly,A,Branch,0,0,,2025-09-04,INR
9027149,103932,500,3149,2025-06-22,9.48,59,10156.34,9389.54,Active,Variable,Monthly,C,Partner,0,0,,2025-09-07,INR
9027150,109671,522,3037,2024-05-11,23.72,9,7406.62,148.13,Active,Fixed,Monthly,B,Branch,0,0,,2024-10-28,GBP
9027151,104434,508,3091,2024-10-19,11.0,12,1349.86,1.36,Closed,Variable,Weekly,C,Online,0,0,2025-09-28,2025-09-28,INR
9027152,111316,516,3139,2023-01-09,9.16,46,44760.73,369.14,Closed,Fixed,Monthly,C,Branch,1,0,2025-08-14,2025-08-14,INR
9027153,103567,516,3102,2022-06-04,10.15,59,58326.75,20894.5,Active,Fixed,Monthly,C,Mobile,1,0,,2025-09-08,INR
9027154,101658,509,3060,2024-11-11,10.43,147,54340.38,49753.27,Active,Fixed,Monthly,C,Branch,1,0,,2025-09-13,INR
9027155,110068,512,3098,2020-07-29,29.94,0,17723.65,10663.72,Delinquent,Fixed,Biweekly,B,Branch,0,0,,2022-02-18,INR
9027156,107944,517,3047,2024-05-07,11.64,63,12584.55,37.24,Closed,Fixed,Monthly,A,Branch,1,0,2025-08-24,2025-08-24,USD
9027157,110243,512,3144,2020-12-05,30.79,0,16214.52,1150.16,Closed,Fixed,Monthly,B,Branch,0,0,2024-06-24,2024-06-24,USD
9027158,105800,520,3051,2020-02-02,13.05,37,33056.52,661.13,Active,Variable,Monthly,A,Online,0,0,,2020-07-19,EUR
9027159,104376,523,3045,2023-12-04,18.82,9,29853.82,597.08,Active,Fixed,Monthly,D,Partner,0,0,,2024-03-21,INR
9027160,108017,512,3055,2021-11-22,23.07,0,5980.59,2970.75,Active,Fixed,Monthly,A,Mobile,0,0,,2023-04-28,EUR
9027161,102815,523,3028,2024-09-15,11.61,11,20362.78,95.67,Closed,Fixed,Monthly,C,Online,0,0,2025-08-18,2025-08-18,USD
9027162,100970,509,3072,2022-11-24,7.52,152,168086.65,1818.29,Closed,Variable,Monthly,E,Online,1,0,2023-05-01,2023-05-01,EUR
9027163,107820,519,3126,2025-02-23,5.77,297,95413.49,89424.72,Active,Fixed,Monthly,E,Online,1,0,,2025-09-19,INR
9027164,105512,506,3074,2025-07-07,14.0,0,40012.13,37781.24,Active,Fixed,Biweekly,D,Mobile,0,0,,2025-09-20,USD
9027165,100207,506,3028,2022-12-18,19.12,0,29767.06,13329.73,Active,Fixed,Monthly,C,Branch,0,0,,2023-01-22,USD
9027166,100259,508,3007,2021-05-01,14.09,23,1185.09,5.88,Closed,Fixed,Biweekly,C,Online,0,0,2024-08-18,2024-08-18,INR
9027167,105025,515,3024,2020-11-30,20.65,17,1386.3,20.12,Closed,Fixed,Monthly,A,Mobile,0,0,2022-09-28,2022-09-28,USD
9027168,104358,514,3148,2020-12-05,13.39,0,16571.24,15738.84,Delinquent,Variable,Monthly,A,Branch,0,0,,2022-08-17,USD
9027169,108974,502,3003,2023-05-27,10.9,71,34014.98,413.68,Closed,Fixed,Monthly,B,Branch,1,0,2025-09-29,2025-09-29,INR
9027170,100504,512,3035,2020-07-06,36.68,0,2839.4,2507.12,Active,Variable,Monthly,C,Partner,0,0,,2022-11-03,EUR
9027171,109765,510,3082,2021-09-08,13.82,0,9063.17,5590.7,Active,Variable,Monthly,C,Online,1,0,,2022-11-06,USD
9027172,101759,507,3035,2024-05-14,15.78,8,8422.3,168.45,Active,Fixed,Monthly,A,Branch,0,0,,2025-01-16,INR
9027173,107514,520,3074,2022-07-01,16.36,27,59631.17,1192.62,Active,Variable,Monthly,A,Online,0,0,,2023-07-30,USD
9027174,107760,520,3092,2021-03-19,15.4,12,30421.22,608.42,Active,Fixed,Monthly,D,Online,0,0,,2021-06-26,USD
9027175,103794,523,3049,2020-09-15,15.44,24,20809.72,416.19,Active,Variable,Monthly,B,Online,0,0,,2020-10-30,USD
9027176,103590,505,3008,2020-11-20,13.72,39,124029.41,2480.59,Active,Variable,Monthly,C,Branch,1,0,,2022-05-14,EUR
9027177,106970,509,3112,2022-01-21,12.64,74,244626.46,109830.64,Delinquent,Fixed,Monthly,A,Branch,1,0,,2023-04-25,USD
9027178,109593,516,3012,2022-10-17,10.63,46,63234.37,15880.99,Active,Fixed,Monthly,C,Online,1,0,,2025-09-15,GBP
9027179,108980,519,3080,2022-10-05,8.92,208,21079.97,16534.98,Active,Fixed,Monthly,C,Online,1,0,,2025-09-23,USD
9027180,106285,508,3101,2025-06-29,11.27,16,4073.59,3380.35,Active,Fixed,Biweekly,E,Online,0,0,,2025-09-16,GBP
9027181,103329,520,3065,2023-12-13,13.53,33,59937.05,23943.92,Active,Fixed,Monthly,A,Branch,0,0,,2025-09-02,EUR
9027182,111036,513,3077,2024-04-02,13.95,16,1005.41,9.26,Closed,Fixed,Monthly,C,Branch,1,0,2025-08-30,2025-08-30,USD
9027183,104012,519,3026,2023-11-14,6.56,182,64529.8,1227.42,Closed,Variable,Monthly,C,Branch,1,0,2025-08-24,2025-08-24,INR
9027184,102092,512,3049,2024-05-27,30.3,0,10890.61,502.22,Closed,Variable,Monthly,B,Branch,0,0,2025-08-04,2025-08-04,EUR
9027185,102967,500,3058,2020-10-23,14.66,13,6571.97,131.44,Active,Fixed,Monthly,B,Partner,0,0,,2021-11-10,USD
9027186,109261,523,3099,2023-07-08,22.7,15,18408.52,235.99,Closed,Variable,Monthly,C,Branch,0,0,2025-03-11,2025-03-11,USD
9027187,101675,518,3077,2025-09-24,11.64,24,30754.94,30754.94,Active,Fixed,Weekly,C,Partner,1,0,,2025-09-17,USD
9027188,110804,508,3122,2021-01-24,9.11,19,2843.8,56.88,Active,Fixed,Monthly,C,Branch,0,0,,2022-05-21,INR
9027189,104396,516,3071,2023-01-23,9.49,77,65283.27,41229.07,Active,Fixed,Biweekly,C,Partner,1,0,,2025-09-20,GBP
9027190,100287,514,3048,2020-06-05,16.42,0,38465.42,25804.98,Delinquent,Fixed,Monthly,C,Partner,0,0,,2021-08-21,USD
9027191,100785,519,3144,2021-07-29,9.71,245,245281.74,191197.3,Active,Variable,Monthly,A,Partner,1,0,,2025-09-20,USD
9027192,102316,504,3121,2021-09-08,7.24,113,12515.49,7643.47,Active,Fixed,Monthly,D,Partner,0,0,,2024-06-03,GBP
9027193,102838,503,3115,2024-04-12,10.87,134,339190.33,347904.89,Delinquent,Fixed,Monthly,B,Branch,1,0,,2025-09-16,USD
9027194,107229,503,3069,2022-10-25,10.36,158,415649.63,207.16,Closed,Fixed,Monthly,E,Branch,1,0,2023-11-22,2023-11-22,USD
9027195,111829,514,3000,2024-07-04,13.2,0,40458.68,17632.08,Active,Fixed,Monthly,D,Branch,0,0,,2025-09-29,GBP
9027196,108137,504,3025,2022-12-12,6.74,107,55529.95,36912.1,Active,Variable,Weekly,D,Online,0,0,,2025-09-22,INR
9027197,108118,516,3024,2022-12-19,11.41,68,39334.7,21422.82,Active,Fixed,Monthly,D,Branch,1,0,,2025-02-06,USD
9027198,110820,506,3108,2023-10-02,19.2,0,10054.55,6900.67,Active,Variable,Monthly,B,Online,0,0,,2025-09-05,USD
9027199,101265,505,3115,2022-06-30,19.55,71,24330.72,11936.62,Active,Fixed,Monthly,A,Online,1,0,,2025-06-08,EUR
9027200,102983,514,3057,2023-08-06,20.16,0,43582.25,23850.23,Active,Fixed,Monthly,B,Branch,0,0,,2024-04-22,USD
9027201,105901,519,3021,2020-02-12,6.6,113,189816.06,73154.66,Active,Variable,Monthly,B,Partner,1,0,,2025-03-06,USD
9027202,107931,513,3012,2022-09-03,10.83,20,22748.91,454.98,Active,Fixed,Monthly,A,Branch,1,0,,2024-02-25,USD
9027203,111207,509,3096,2024-04-06,10.71,226,169331.27,161563.86,Active,Variable,Monthly,B,Partner,1,0,,2025-09-24,EUR
9027204,108143,505,3009,2025-06-09,11.46,36,60813.32,806.57,Closed,Fixed,Monthly,C,Branch,1,0,2025-09-12,2025-09-12,USD
9027205,108030,509,3017,2020-10-16,12.34,155,52476.59,34774.9,Active,Fixed,Monthly,A,Online,1,0,,2022-10-20,GBP
9027206,108262,522,3054,2022-04-09,10.48,13,2323.44,46.47,Active,Fixed,Monthly,B,Partner,0,0,,2022-11-27,INR
9027207,110652,519,3055,2021-10-14,9.23,291,172018.17,1167.56,Closed,Fixed,Weekly,B,Branch,1,0,2024-12-24,2024-12-24,GBP
9027208,100611,508,3055,2024-11-17,10.98,21,3063.72,28.67,Closed,Variable,Monthly,A,Partner,0,0,2025-04-28,2025-04-28,INR
9027209,107228,512,3048,2021-01-17,18.67,0,8681.0,4332.23,Active,Fixed,Monthly,D,Branch,0,0,,2021-04-28,USD
9027210,103523,513,3112,2021-03-10,7.64,29,29008.24,1450.41,Delinquent,Fixed,Monthly,D,Partner,1,0,,2022-04-08,INR
9027211,105512,500,3115,2020-06-04,9.02,49,11695.15,233.9,Active,Variable,Weekly,C,Mobile,0,0,,2023-06-18,EUR
9027212,103702,500,3001,2022-05-01,14.35,19,6612.23,115.34,Closed,Variable,Monthly,D,Partner,0,0,2025-08-11,2025-08-11,EUR
9027213,110768,518,3073,2023-09-08,9.36,31,15731.5,236.71,Closed,Variable,Monthly,C,Branch,1,0,2025-07-18,2025-07-18,EUR
9027214,105424,508,3083,2020-02-05,9.31,35,6588.88,131.78,Active,Fixed,Weekly,A,Branch,0,0,,2022-12-16,INR
9027215,108382,504,3037,2023-08-03,8.45,78,52437.85,34790.17,Active,Variable,Monthly,D,Online,0,0,,2025-09-12,EUR
9027216,109939,516,3130,2022-04-06,9.3,53,55569.39,13850.19,Active,Fixed,Monthly,B,Mobile,1,0,,2022-05-22,INR
9027217,110317,515,3122,2020-08-06,14.36,10,1474.77,29.5,Active,Fixed,Monthly,C,Branch,0,0,,2021-03-23,USD
9027218,101628,511,3107,2024-08-19,25.2,20,340.32,4.41,Closed,Fixed,Monthly,E,Branch,0,0,2025-09-09,2025-09-09,EUR
9027219,107907,504,3052,2024-09-04,10.11,24,10198.28,5155.63,Active,Fixed,Monthly,E,Mobile,0,0,,2025-09-25,INR
9027220,103372,505,3126,2025-08-09,18.35,44,127468.85,125091.21,Active,Variable,Monthly,B,Partner,1,0,,2025-09-25,INR
9027221,111188,519,3022,2021-09-30,6.07,160,145190.87,95083.97,Active,Fixed,Monthly,B,Partner,1,0,,2025-09-15,INR
9027222,108208,522,3027,2022-08-10,16.35,14,4739.52,94.79,Active,Fixed,Monthly,A,Branch,0,0,,2023-07-01,USD
9027223,109789,510,3090,2024-02-10,17.76,0,77333.88,38235.26,Active,Variable,Monthly,B,Branch,1,0,,2025-09-17,EUR
9027224,109258,518,3019,2021-11-06,9.46,35,45795.4,915.91,Active,Fixed,Monthly,B,Online,1,0,,2024-10-02,USD
9027225,103139,520,3133,2021-01-31,19.26,18,15209.67,760.48,Delinquent,Variable,Monthly,A,Partner,0,0,,2021-05-04,INR
9027226,111643,505,3002,2021-01-21,11.86,50,155374.95,257.98,Closed,Fixed,Monthly,B,Branch,1,0,2024-03-09,2024-03-09,EUR
9027227,102259,522,3002,2024-10-20,17.5,6,4046.91,3.02,Closed,Variable,Monthly,C,Branch,0,0,2025-03-14,2025-03-14,GBP
9027228,102250,509,3022,2022-02-05,9.06,163,20994.57,15461.41,Active,Fixed,Monthly,B,Branch,1,0,,2025-09-07,EUR
9027229,106121,514,3072,2023-08-22,12.5,0,48039.99,33539.1,Active,Fixed,Monthly,B,Branch,0,0,,2025-09-09,INR
9027230,110965,517,3032,2025-07-21,12.38,80,23589.15,23168.75,Active,Fixed,Monthly,A,Partner,1,0,,2025-09-19,INR
9027231,108181,520,3063,2020-01-14,23.83,36,52406.89,238.24,Closed,Variable,Monthly,D,Mobile,0,0,2021-04-22,2021-04-22,EUR
9027232,100283,506,3139,2025-07-06,23.56,0,46707.73,42424.22,Active,Fixed,Monthly,B,Branch,0,0,,2025-09-28,USD
9027233,111180,522,3025,2025-07-14,21.67,17,3084.64,38.07,Closed,Fixed,Monthly,D,Branch,0,0,2025-08-08,2025-08-08,USD
9027234,105725,502,3036,2024-05-29,7.3,62,47111.69,34882.99,Active,Fixed,Monthly,B,Partner,1,0,,2025-09-03,INR
9027235,107918,523,3113,2020-08-09,22.04,17,39406.51,1970.33,Delinquent,Fixed,Monthly,E,Branch,0,0,,2021-04-22,EUR
9027236,105237,515,3073,2022-02-24,17.21,6,269.76,5.4,Active,Variable,Biweekly,E,Branch,0,0,,2022-04-26,USD
9027237,108794,512,3043,2022-05-07,36.34,0,17683.02,16470.91,Active,Variable,Monthly,C,Online,0,0,,2024-04-01,INR
9027238,109555,516,3138,2022-07-15,7.77,44,54461.53,846.8,Closed,Fixed,Monthly,C,Online,1,0,2025-08-28,2025-08-28,INR
9027239,111544,503,3023,2020-09-22,9.61,306,481792.37,2490.23,Closed,Fixed,Monthly,B,Partner,1,0,2025-07-03,2025-07-03,USD
9027240,104075,518,3091,2024-02-07,7.27,66,34454.29,278.88,Closed,Variable,Monthly,D,Branch,1,0,2025-04-21,2025-04-21,USD
9027241,106162,503,3093,2022-08-11,10.7,275,139473.5,125882.68,Active,Variable,Monthly,B,Online,1,0,,2025-09-18,USD
9027242,107636,511,3018,2022-09-22,21.77,14,1733.45,30.61,Closed,Fixed,Biweekly,C,Online,0,0,2023-09-20,2023-09-20,GBP
9027243,105737,523,3055,2023-05-15,10.58,16,29139.18,142.36,Closed,Fixed,Monthly,C,Online,0,0,2025-08-21,2025-08-21,USD
9027244,108992,503,3048,2022-08-30,5.33,287,350705.32,317847.59,Active,Variable,Monthly,E,Branch,1,0,,2025-09-17,INR
9027245,108951,523,3118,2021-01-16,15.19,12,28914.86,2891.49,WrittenOff,Fixed,Monthly,B,Branch,0,1,,2021-03-22,USD
9027246,108002,516,3108,2023-05-16,6.9,50,29597.24,13382.81,Active,Variable,Monthly,B,Online,1,0,,2025-09-13,USD
9027247,107072,523,3056,2024-03-21,19.29,7,29299.4,585.99,Active,Variable,Monthly,B,Branch,0,0,,2024-09-14,USD
9027248,101493,517,3094,2023-01-05,8.33,118,79836.45,1452.96,Closed,Fixed,Monthly,C,Branch,1,0,2023-11-01,2023-11-01,INR
9027249,109006,521,3121,2020-10-04,11.0,33,10372.98,192.45,Closed,Fixed,Biweekly,B,Branch,0,0,2025-04-27,2025-04-27,GBP
9027250,100372,505,3010,2024-05-13,11.47,66,31063.57,24598.64,Active,Fixed,Monthly,B,Online,1,0,,2025-09-06,EUR
9027251,105587,518,3080,2024-05-05,6.3,36,23141.19,11786.53,Active,Variable,Monthly,A,Branch,1,0,,2025-09-22,USD
9027252,107071,504,3144,2024-05-17,13.31,39,48294.73,28069.83,Active,Fixed,Weekly,C,Branch,0,0,,2025-01-14,USD
9027253,111190,501,3113,2023-05-12,33.52,0,3110.53,1975.6,Active,Fixed,Monthly,B,Branch,0,0,,2023-09-18,USD
9027254,102891,510,3014,2021-02-06,11.84,0,36086.99,3266.94,Closed,Fixed,Monthly,B,Branch,1,0,2024-08-22,2024-08-22,EUR
9027255,111983,523,3138,2020-06-14,15.93,8,18518.04,212.55,Closed,Fixed,Monthly,B,Partner,0,0,2025-04-23,2025-04-23,INR
9027256,106586,523,3121,2021-05-15,17.0,12,25384.38,507.69,Active,Variable,Monthly,C,Partner,0,0,,2022-03-27,INR
9027257,107623,512,3012,2021-12-21,36.18,0,8567.94,7134.85,Active,Fixed,Monthly,D,Partner,0,0,,2024-03-27,EUR
9027258,103319,504,3080,2020-01-30,7.2,114,40743.75,17413.44,Active,Fixed,Monthly,B,Branch,0,0,,2024-02-24,EUR
9027259,110381,522,3027,2024-08-09,22.88,6,6150.55,123.01,Active,Fixed,Biweekly,E,Online,0,0,,2024-10-23,EUR
9027260,110641,507,3015,2023-12-07,15.08,16,13722.28,274.45,Active,Variable,Monthly,A,Branch,0,0,,2024-03-22,INR
9027261,103967,510,3035,2025-02-28,11.21,0,42323.08,22901.0,Active,Fixed,Monthly,B,Branch,1,0,,2025-04-12,INR
9027262,100822,503,3147,2021-07-05,8.08,303,434042.74,376964.56,Active,Fixed,Monthly,B,Branch,1,0,,2025-09-08,INR
9027263,100221,517,3090,2023-01-03,11.8,80,51289.4,30522.25,Active,Fixed,Monthly,C,Mobile,1,0,,2025-09-05,INR
9027264,106880,514,3096,2024-01-28,17.88,0,5268.25,2924.63,Active,Fixed,Biweekly,A,Mobile,0,0,,2025-03-06,USD
9027265,109579,504,3001,2023-08-20,13.22,46,33739.04,109.31,Closed,Variable,Monthly,C,Branch,0,0,2025-04-11,2025-04-11,EUR
9027266,103888,522,3001,2024-04-01,18.63,15,4466.77,89.34,Active,Fixed,Monthly,E,Partner,0,0,,2025-01-24,USD
9027267,110352,511,3127,2023-02-25,22.22,17,439.59,8.79,Active,Fixed,Monthly,E,Branch,0,0,,2023-09-16,INR
9027268,105300,503,3100,2023-02-21,8.94,178,232058.25,195640.58,Active,Fixed,Monthly,E,Online,1,0,,2025-09-10,EUR
9027269,103270,503,3068,2021-05-28,9.79,136,101036.2,59197.55,Active,Variable,Monthly,D,Partner,1,0,,2025-09-16,USD
9027270,110117,519,3069,2023-04-23,7.69,198,150413.43,133749.36,Delinquent,Variable,Monthly,B,Online,1,0,,2025-09-29,INR
9027271,104693,508,3049,2022-11-29,8.79,34,5518.23,79.32,Closed,Variable,Biweekly,A,Branch,0,0,2023-12-23,2023-12-23,USD
9027272,111143,508,3095,2022-10-14,11.29,36,2975.04,128.91,Active,Fixed,Monthly,A,Branch,0,0,,2023-04-03,USD
9027273,107566,513,3136,2021-04-17,11.58,40,5332.69,106.65,Active,Variable,Monthly,B,Partner,1,0,,2023-12-12,INR
9027274,103993,523,3121,2025-04-20,18.79,20,11413.63,8923.83,Active,Fixed,Monthly,E,Partner,0,0,,2025-09-01,INR
9027275,102598,507,3129,2024-01-15,15.47,14,5873.68,117.47,Active,Fixed,Monthly,C,Branch,0,0,,2025-01-25,GBP
9027276,101666,522,3072,2021-06-11,23.8,24,3626.76,53.74,Closed,Variable,Monthly,B,Online,0,0,2024-07-14,2024-07-14,INR
9027277,111273,500,3133,2023-10-11,8.61,55,10182.68,43.23,Closed,Variable,Monthly,A,Branch,0,0,2025-09-12,2025-09-12,EUR
9027278,104757,523,3146,2024-03-03,12.66,19,10294.27,1029.43,WrittenOff,Fixed,Biweekly,C,Branch,0,1,,2024-06-24,INR
9027279,110306,510,3096,2020-03-12,11.05,0,26425.1,19831.57,Active,Fixed,Monthly,E,Branch,1,0,,2020-09-12,INR
9027280,110944,503,3120,2020-09-04,10.7,71,456474.27,50527.83,Active,Fixed,Monthly,E,Branch,1,0,,2021-04-07,INR
9027281,111360,516,3018,2024-10-23,9.18,43,28166.22,22269.45,Active,Fixed,Monthly,C,Partner,1,0,,2025-09-18,INR
9027282,101554,516,3116,2022-06-17,10.88,40,38644.29,772.89,Active,Variable,Monthly,D,Partner,1,0,,2023-12-13,USD
9027283,106115,518,3060,2021-11-09,10.83,83,12914.77,144.47,Closed,Fixed,Monthly,A,Online,1,0,2022-11-03,2022-11-03,USD
9027284,105437,512,3029,2020-10-18,19.18,0,2581.17,239.15,Closed,Variable,Monthly,E,Online,0,0,2025-06-29,2025-06-29,USD
9027285,106241,518,3116,2022-05-19,7.36,75,48436.96,663.8,Closed,Fixed,Monthly,C,Branch,1,0,2022-11-07,2022-11-07,USD
9027286,109272,516,3140,2020-11-26,11.47,84,10928.46,3259.58,Delinquent,Variable,Monthly,B,Branch,1,0,,2022-07-30,EUR
9027287,100087,523,3145,2021-01-27,15.93,17,29206.91,584.14,Active,Fixed,Monthly,B,Branch,0,0,,2021-09-13,INR
9027288,107115,519,3129,2024-04-17,8.45,147,157120.61,1055.54,Closed,Fixed,Monthly,D,Online,1,0,2025-09-19,2025-09-19,EUR
9027289,110892,511,3002,2025-01-06,16.91,9,1142.08,0.71,Closed,Fixed,Biweekly,E,Branch,0,0,2025-09-24,2025-09-24,INR
9027290,102703,519,3133,2023-06-20,7.84,208,158280.34,133987.48,Active,Variable,Weekly,E,Branch,1,0,,2024-12-03,EUR
9027291,111151,513,3076,2021-09-18,8.6,36,21231.28,424.63,Active,Fixed,Biweekly,C,Online,1,0,,2023-05-13,EUR
9027292,102418,521,3083,2025-09-24,22.94,29,12783.47,12714.5,Active,Fixed,Biweekly,C,Branch,0,0,,2025-09-03,EUR
9027293,110614,508,3126,2020-08-07,15.79,44,3894.93,77.9,Active,Fixed,Monthly,B,Online,0,0,,2021-11-04,INR
9027294,104147,511,3059,2023-12-31,23.32,18,713.66,14.27,Active,Variable,Monthly,C,Mobile,0,0,,2024-07-12,USD
9027295,101747,523,3060,2024-10-07,19.9,13,16987.4,2033.13,Delinquent,Variable,Monthly,A,Partner,0,0,,2025-02-14,INR
9027296,108232,516,3008,2025-02-08,9.29,37,44798.4,35460.24,Active,Fixed,Monthly,E,Branch,1,0,,2025-09-25,EUR
9027297,110330,515,3066,2020-11-17,20.09,16,480.86,9.62,Active,Variable,Weekly,D,Branch,0,0,,2021-04-17,INR
9027298,100038,511,3094,2021-09-17,16.77,22,1310.77,131.08,WrittenOff,Fixed,Monthly,C,Branch,0,1,,2022-10-26,USD
9027299,111276,509,3067,2021-10-03,7.27,164,39004.94,31248.84,Delinquent,Fixed,Biweekly,B,Branch,1,0,,2025-09-17,USD
9027300,107043,501,3016,2021-04-17,36.53,0,5978.16,352.71,Closed,Fixed,Monthly,D,Branch,0,0,2025-09-19,2025-09-19,USD
9027301,111871,502,3058,2023-07-30,6.14,47,15397.22,7095.61,WrittenOff,Fixed,Monthly,C,Branch,1,1,,2024-09-20,USD
9027302,102151,504,3095,2020-03-13,10.81,55,5703.14,114.06,Active,Fixed,Biweekly,D,Branch,0,0,,2022-07-09,USD
9027303,103937,515,3039,2023-01-26,14.98,19,214.74,4.29,Active,Variable,Monthly,B,Online,0,0,,2023-10-31,INR
9027304,106886,520,3130,2020-09-19,12.98,22,21139.32,422.79,Active,Fixed,Monthly,D,Online,0,0,,2021-08-12,INR
9027305,110282,512,3128,2022-04-28,39.95,0,9390.91,177.04,Closed,Fixed,Monthly,A,Online,0,0,2025-09-05,2025-09-05,INR
9027306,100208,523,3007,2024-04-04,10.08,15,29062.28,581.25,Active,Fixed,Monthly,A,Branch,0,0,,2024-05-13,INR
9027307,100599,517,3061,2021-05-30,9.35,53,36857.14,737.14,Active,Fixed,Monthly,D,Branch,1,0,,2024-04-16,EUR
9027308,108796,501,3016,2021-11-04,24.19,0,3855.81,1643.98,Active,Fixed,Monthly,D,Online,0,0,,2024-03-23,EUR
9027309,110715,523,3042,2024-06-05,15.13,18,21080.27,2651.29,Active,Fixed,Monthly,B,Mobile,0,0,,2025-07-07,USD
9027310,103709,500,3001,2023-04-08,20.53,52,2657.66,1060.94,Active,Fixed,Monthly,A,Branch,0,0,,2024-07-10,USD
9027311,110348,508,3059,2024-08-27,17.59,12,6162.31,28.17,Closed,Fixed,Monthly,A,Branch,0,0,2025-08-17,2025-08-17,GBP
9027312,107726,517,3092,2021-11-27,7.72,49,61241.97,3772.55,Active,Fixed,Monthly,B,Partner,1,0,,2023-05-14,USD
