CollateralID,LoanID,CollateralType,Valuation,LienStatus
406296,9004922,Other,379157.23,Released
406297,9002209,Vehicle,77989.36,Released
406298,9018564,Vehicle,108715.08,Active
406299,9021830,Vehicle,318504.8,Released
406300,9000052,Equipment,463447.0,Active
406301,9024250,Property,142744.74,Active
406302,9008637,Property,199184.35,Released
406303,9001735,Equipment,346867.38,Active
406304,9010423,Property,284416.26,Active
406305,9015479,Equipment,375352.53,Active
406306,9000919,Property,488317.28,Active
406307,9018143,Deposit,20856.55,Active
406308,9021471,Gold,38405.64,Released
406309,9010555,Gold,380221.21,Released
406310,9003566,Property,12166.87,Active
406311,9010165,Vehicle,211291.73,Active
406312,9022237,Equipment,268326.31,Released
406313,9014422,Vehicle,229048.91,Active
406314,9016120,Property,363453.57,Active
406315,9021809,Other,276363.01,Active
406316,9017084,Gold,331320.67,Released
406317,9021565,Property,216467.75,Active
406318,9000991,Equipment,426899.79,Active
406319,9003506,Vehicle,370953.42,Active
406320,9017650,Equipment,329136.34,Released
406321,9007865,Vehicle,52601.03,Active
406322,9000827,Property,465521.29,Active
406323,9025424,Property,208619.86,Active
406324,9020839,Gold,42547.7,Active
406325,9020878,Property,361394.63,Active
406326,9000335,Vehicle,117178.45,Active
406327,9005098,Equipment,229569.15,Active
406328,9012509,Property,447771.5,Active
406329,9006744,Deposit,87397.29,Active
406330,9017460,Property,478008.03,Active
406331,9017230,Property,428388.13,Active
406332,9007617,Gold,141286.18,Released
406333,9009744,Equipment,390287.62,Active
406334,9018083,Property,354382.23,Active
406335,9007948,Gold,66158.43,Active
406336,9019066,Property,281627.2,Released
406337,9009916,Property,61051.65,Active
406338,9008601,Vehicle,100181.4,Released
406339,9010261,Vehicle,477856.55,Active
406340,9003653,Equipment,312521.2,Released
406341,9024008,Vehicle,377091.35,Active
406342,9022259,Property,307903.67,Active
406343,9028137,Vehicle,456527.31,Released
406344,9015014,Deposit,281555.93,Released
406345,9016121,Gold,276663.49,Released
406346,9006592,Vehicle,164503.66,Active
406347,9017335,Vehicle,33310.91,Released
406348,9010945,Vehicle,374857.49,Active
406349,9014879,Property,443779.24,Active
406350,9016576,Equipment,316962.89,Active
406351,9002572,Property,387630.41,Active
406352,9024349,Property,118585.0,Active
406353,9018947,Property,343727.83,Active
406354,9013184,Vehicle,339298.29,Released
406355,9019345,Other,260421.65,Active
406356,9009685,Property,60640.19,Active
406357,9003949,Other,243686.19,Active
406358,9026691,Property,88345.42,Active
406359,9022521,Property,96556.6,Active
406360,9009073,Property,127744.84,Released
406361,9003581,Property,415249.44,Released
406362,9022677,Property,284564.8,Active
406363,9023941,Property,163357.44,Active
406364,9029977,Gold,163428.56,Active
406365,9011158,Vehicle,466313.14,Active
406366,9017590,Property,337358.63,Active
406367,9026036,Property,100287.91,Released
406368,9010080,Vehicle,276683.77,Active
406369,9024399,Property,200696.15,Active
406370,9012116,Property,164272.7,Active
406371,9002154,Gold,307704.8,Active
406372,9011201,Property,61837.48,Released
406373,9010606,Gold,434424.12,Active
406374,9022062,Equipment,386003.4,Active
406375,9025887,Deposit,359356.65,Active
406376,9009313,Vehicle,306279.4,Released
406377,9023239,Property,298985.9,Released
406378,9002860,Equipment,31157.01,Active
406379,9009250,Vehicle,189529.97,Released
406380,9004057,Other,20516.28,Active
406381,9015510,Equipment,149707.91,Released
406382,9008608,Vehicle,41012.73,Active
406383,9029972,Vehicle,341118.97,Active
406384,9026693,Gold,450294.71,Active
406385,9009562,Deposit,385263.97,Active
406386,9001771,Deposit,408176.02,Active
406387,9013445,Property,203322.52,Active
406388,9018334,Other,493181.07,Active
406389,9018759,Property,108312.66,Active
406390,9008137,Property,339626.6,Active
406391,9007105,Deposit,157899.88,Released
406392,9006230,Vehicle,412842.65,Active
406393,9006058,Equipment,284474.89,Active
406394,9005212,Deposit,247838.5,Released
406395,9011672,Other,58281.65,Active
406396,9005762,Gold,129024.54,Released
406397,9019167,Property,118492.7,Active
406398,9026513,Property,268227.51,Active
406399,9008571,Property,330342.82,Active
406400,9007375,Property,155409.92,Active
406401,9017339,Deposit,155832.52,Released
406402,9001980,Vehicle,263925.2,Active
406403,9012495,Equipment,144014.72,Released
406404,9017850,Property,193522.03,Active
406405,9014352,Property,482622.38,Released
406406,9006296,Property,297100.37,Active
406407,9023852,Vehicle,376172.56,Active
406408,9025578,Property,308275.29,Active
406409,9027207,Vehicle,228028.24,Released
406410,9015699,Property,381892.42,Released
406411,9007004,Property,274403.29,Active
406412,9008149,Gold,343985.56,Active
406413,9024414,Vehicle,383962.72,Active
406414,9017676,Property,48174.13,Released
406415,9006587,Property,304657.85,Active
406416,9005902,Vehicle,27983.9,Active
406417,9018635,Deposit,63402.69,Active
406418,9029525,Equipment,62845.23,Active
406419,9006510,Equipment,271964.79,Active
406420,9010532,Deposit,13488.2,Active
406421,9024508,Deposit,227389.69,Active
406422,9024864,Vehicle,293984.16,Active
406423,9027402,Equipment,38036.26,Active
406424,9013555,Equipment,169437.75,Active
406425,9004512,Vehicle,219719.84,Released
406426,9013546,Vehicle,261245.56,Active
406427,9010407,Vehicle,156458.48,Released
406428,9028478,Gold,350238.81,Released
406429,9004911,Property,415679.29,Active
406430,9009525,Equipment,453469.78,Active
406431,9001220,Property,181955.2,Active
406432,9012334,Property,374868.99,Active
406433,9015675,Vehicle,65209.76,Active
406434,9006242,Vehicle,38876.58,Released
406435,9008998,Property,92032.41,Active
406436,9019276,Property,447589.76,Active
406437,9021964,Property,10425.98,Active
406438,9004105,Vehicle,96009.17,Active
406439,9017014,Property,133533.08,Active
406440,9021826,Equipment,92175.55,Released
406441,9018373,Property,39538.61,Active
406442,9004794,Property,396527.66,Released
406443,9002813,Deposit,290344.42,Active
406444,9002288,Deposit,17308.17,Active
406445,9018094,Deposit,46888.98,Released
406446,9006045,Property,127735.1,Released
406447,9028187,Property,134218.95,Released
406448,9021169,Vehicle,379267.92,Active
406449,9024332,Equipment,495412.16,Active
406450,9012343,Equipment,74869.8,Active
406451,9027109,Gold,409592.22,Released
406452,9023591,Property,268358.27,Active
406453,9028961,Property,258929.19,Active
406454,9014216,Property,39478.33,Active
406455,9019145,Other,18416.68,Released
406456,9024049,Property,28335.06,Active
406457,9008677,Other,316834.71,Active
406458,9011509,Property,274203.98,Active
406459,9020969,Property,430723.35,Active
406460,9022833,Property,334739.38,Active
406461,9003606,Gold,27831.26,Active
406462,9006605,Property,245000.92,Active
406463,9016978,Equipment,173839.42,Active
406464,9014392,Other,426616.96,Released
406465,9027388,Vehicle,209318.94,Released
406466,9025481,Gold,274224.28,Released
406467,9028529,Property,494001.94,Active
406468,9004071,Deposit,191902.03,Active
406469,9016047,Vehicle,369228.06,Active
406470,9029233,Property,65543.15,Released
406471,9011497,Property,36142.72,Active
406472,9022123,Vehicle,460287.24,Active
406473,9029455,Deposit,260530.98,Active
406474,9008887,Other,346515.72,Active
406475,9024835,Equipment,80390.12,Active
406476,9024803,Other,25351.41,Active
406477,9005089,Other,378935.93,Active
406478,9026975,Gold,302779.12,Active
406479,9012582,Property,254923.63,Active
406480,9000611,Deposit,212921.41,Active
406481,9016218,Vehicle,379735.85,Active
406482,9002770,Vehicle,285928.19,Active
406483,9013963,Deposit,350669.66,Active
406484,9006962,Property,485073.66,Active
406485,9022826,Equipment,393468.92,Active
406486,9027691,Property,169020.97,Released
406487,9006054,Vehicle,47611.21,Released
406488,9007747,Property,197081.65,Active
406489,9006450,Property,214914.8,Active
406490,9023332,Other,34482.05,Active
406491,9004134,Property,302593.24,Active
406492,9002549,Property,427743.57,Active
406493,9007581,Property,153688.66,Active
406494,9019947,Gold,289127.04,Active
406495,9020520,Property,202070.53,Active
406496,9003593,Vehicle,344042.85,Released
406497,9000553,Vehicle,125876.12,Active
406498,9001985,Property,119760.86,Active
406499,9025027,Other,382459.15,Active
406500,9023028,Property,243790.42,Released
406501,9005360,Equipment,34797.97,Active
406502,9015004,Vehicle,206964.96,Released
406503,9002107,Property,362498.02,Released
406504,9024216,Property,211988.36,Active
406505,9000362,Deposit,211647.17,Active
406506,9005651,Property,253228.29,Released
406507,9007815,Property,248636.64,Active
406508,9004888,Property,195364.04,Active
406509,9009134,Other,149691.19,Active
406510,9013389,Vehicle,353914.02,Active
406511,9006331,Deposit,338753.06,Released
406512,9024141,Gold,83101.14,Released
406513,9001422,Equipment,372510.01,Released
406514,9008079,Gold,172960.89,Released
406515,9008046,Property,234675.06,Active
406516,9020202,Equipment,260453.78,Active
406517,9025572,Property,340306.73,Released
406518,9013223,Property,36527.75,Released
406519,9029250,Deposit,494380.04,Released
406520,9009096,Vehicle,251260.33,Released
406521,9023382,Property,184097.39,Active
406522,9017345,Deposit,189126.14,Active
406523,9020687,Property,313974.7,Active
406524,9001218,Property,46452.35,Released
406525,9003242,Gold,48726.65,Active
406526,9002415,Deposit,439885.4,Active
406527,9012228,Gold,232512.51,Active
406528,9003002,Property,276354.58,Active
406529,9007114,Property,392435.7,Active
406530,9025409,Property,295539.19,Released
406531,9013999,Property,341487.09,Released
406532,9010422,Property,204980.81,Released
406533,9014571,Equipment,31052.74,Released
406534,9000487,Equipment,41620.22,Active
406535,9026611,Property,271705.11,Active
406536,9019151,Deposit,403258.28,Released
406537,9006263,Vehicle,473331.62,Active
406538,9009620,Equipment,180364.13,Active
406539,9022863,Vehicle,369128.72,Active
406540,9022023,Gold,327875.86,Active
406541,9023810,Vehicle,165546.18,Released
406542,9017299,Gold,454630.41,Released
406543,9020820,Property,472107.66,Released
406544,9029515,Vehicle,382484.95,Released
406545,9028717,Property,151247.82,Active
406546,9022383,Property,188753.03,Released
406547,9011853,Vehicle,207728.91,Active
406548,9028708,Property,163745.99,Released
406549,9029811,Property,126977.17,Active
406550,9029453,Gold,361942.83,Active
406551,9006201,Other,118599.91,Active
406552,9013945,Vehicle,62015.42,Active
406553,9005714,Other,437543.9,Active
406554,9019535,Vehicle,498786.89,Released
406555,9028757,Property,374967.7,Active
406556,9006467,Other,264252.64,Released
406557,9029410,Vehicle,240923.34,Active
406558,9016179,Property,218571.3,Active
406559,9012692,Property,155819.71,Active
406560,9007126,Vehicle,262305.1,Active
406561,9018414,Vehicle,70904.36,Active
406562,9004710,Vehicle,86054.78,Active
406563,9002620,Property,83217.66,Active
406564,9013262,Vehicle,98467.59,Active
406565,9006850,Property,141626.69,Released
406566,9004546,Gold,245082.59,Active
406567,9007379,Property,352734.23,Active
406568,9016304,Property,122432.39,Active
406569,9020872,Deposit,207901.45,Released
406570,9003222,Deposit,192730.67,Released
406571,9016258,Property,336601.64,Active
406572,9003862,Other,71590.96,Active
406573,9028474,Vehicle,109461.32,Released
406574,9008572,Property,182349.06,Active
406575,9015313,Property,401210.45,Active
406576,9016223,Property,405367.32,Active
406577,9007528,Vehicle,61192.22,Active
406578,9019936,Vehicle,26007.19,Released
406579,9019375,Equipment,445387.25,Released
406580,9019449,Equipment,198972.23,Active
406581,9005091,Equipment,112554.17,Active
406582,9013241,Property,68222.59,Released
406583,9006452,Vehicle,285243.46,Active
406584,9009103,Vehicle,361031.86,Released
406585,9004316,Gold,184622.0,Released
406586,9016462,Vehicle,160022.72,Released
406587,9027648,Deposit,466068.51,Released
406588,9017016,Other,369823.72,Active
406589,9026948,Property,293327.19,Active
406590,9009798,Deposit,165619.9,Active
406591,9017517,Property,283117.52,Active
406592,9013183,Property,30872.15,Active
406593,9027456,Gold,343307.85,Active
406594,9012894,Property,252611.62,Active
406595,9025040,Gold,124978.12,Active
406596,9021710,Vehicle,252644.34,Active
406597,9002806,Vehicle,63809.84,Active
406598,9006350,Property,464073.92,Active
406599,9006746,Other,167858.1,Released
406600,9010722,Property,359760.37,Released
406601,9012973,Property,467814.51,Active
406602,9012384,Property,483451.91,Active
406603,9001452,Equipment,474672.43,Active
406604,9006228,Property,322595.92,Released
406605,9020222,Vehicle,376195.96,Released
406606,9002055,Equipment,444626.94,Active
406607,9018316,Property,312524.07,Active
406608,9006206,Property,141096.19,Released
406609,9022068,Property,98198.31,Released
406610,9020368,Deposit,81972.8,Active
406611,9027065,Property,132575.82,Released
406612,9029911,Property,411523.7,Released
406613,9015703,Equipment,241533.45,Active
406614,9024413,Equipment,179954.28,Active
406615,9029218,Property,217162.17,Active
406616,9016193,Property,149505.86,Released
406617,9003947,Equipment,190141.15,Active
406618,9009033,Other,99015.16,Active
406619,9008051,Property,439472.1,Active
406620,9026886,Equipment,496083.55,Released
406621,9025889,Property,104530.49,Active
406622,9026595,Property,267412.12,Active
406623,9028942,Gold,101857.68,Active
406624,9016668,Equipment,297834.5,Released
406625,9023641,Property,477639.16,Active
406626,9026380,Equipment,212989.16,Active
406627,9016526,Property,168774.46,Active
406628,9026912,Equipment,47763.49,Active
406629,9027139,Vehicle,451381.1,Active
406630,9011281,Equipment,239201.46,Released
406631,9021301,Vehicle,204844.89,Active
406632,9018281,Vehicle,227226.46,Active
406633,9016055,Gold,165226.6,Active
406634,9023763,Deposit,28045.03,Active
406635,9008806,Property,459322.15,Released
406636,9016144,Vehicle,115612.82,Released
406637,9029322,Vehicle,182571.5,Active
406638,9014508,Equipment,342626.61,Released
406639,9009541,Gold,457170.21,Active
406640,9010646,Vehicle,202177.13,Released
406641,9006378,Equipment,317554.53,Active
406642,9018687,Deposit,370581.85,Active
406643,9025995,Vehicle,156808.9,Active
406644,9008455,Vehicle,100817.52,Active
406645,9001107,Property,183894.67,Active
406646,9029057,Property,485280.97,Active
406647,9024550,Property,404360.38,Active
406648,9028686,Equipment,194899.99,Released
406649,9009527,Property,10085.4,Released
406650,9024618,Property,370556.55,Active
406651,9000109,Property,298385.43,Active
406652,9028742,Property,488821.91,Released
406653,9027166,Deposit,116276.75,Released
406654,9020388,Vehicle,196633.96,Active
406655,9026186,Equipment,6309.97,Active
406656,9006894,Vehicle,201352.9,Active
406657,9011948,Property,313975.49,Released
406658,9027463,Vehicle,281641.27,Active
406659,9018379,Gold,373571.82,Active
406660,9015757,Property,159327.28,Released
406661,9026608,Property,475368.17,Active
406662,9012405,Vehicle,449911.62,Released
406663,9025309,Equipment,92899.71,Active
406664,9022834,Property,137266.7,Active
406665,9023783,Property,344448.68,Active
406666,9016271,Gold,61155.86,Active
406667,9004451,Property,490506.03,Active
406668,9028816,Property,258403.91,Active
406669,9024805,Property,105366.37,Active
406670,9010019,Property,180297.81,Active
406671,9020837,Deposit,147618.37,Active
406672,9028379,Vehicle,158037.53,Active
406673,9012603,Vehicle,327792.02,Active
406674,9027398,Other,232246.22,Active
406675,9001182,Property,297489.03,Active
406676,9026281,Gold,110600.84,Active
406677,9012569,Other,64757.83,Active
406678,9012655,Deposit,377612.3,Released
406679,9010506,Gold,326493.07,Active
406680,9019812,Equipment,490007.03,Released
406681,9012879,Gold,498396.98,Active
406682,9029503,Property,317866.32,Active
406683,9010075,Gold,92896.36,Active
406684,9003654,Deposit,36971.89,Active
406685,9021498,Vehicle,128363.5,Active
406686,9002902,Deposit,81976.96,Active
406687,9004482,Property,477635.6,Released
406688,9022398,Equipment,155132.16,Active
406689,9028995,Property,18108.3,Released
406690,9027631,Property,454710.35,Active
406691,9019089,Vehicle,75743.57,Active
406692,9026680,Gold,220564.82,Released
406693,9025326,Vehicle,418561.83,Active
406694,9000180,Vehicle,363443.4,Released
406695,9010081,Vehicle,277646.85,Active
406696,9020978,Vehicle,324431.48,Released
406697,9007755,Equipment,377014.03,Active
406698,9010652,Vehicle,43954.3,Active
406699,9021909,Gold,41982.1,Active
406700,9014535,Equipment,190145.21,Active
406701,9000636,Property,336088.37,Active
406702,9019579,Deposit,116738.15,Active
406703,9018222,Gold,212187.08,Active
406704,9008829,Vehicle,357544.96,Active
406705,9016074,Deposit,463662.93,Active
406706,9016872,Property,255835.77,Active
406707,9007129,Gold,312441.83,Released
406708,9028615,Property,245715.37,Released
406709,9008945,Gold,420229.04,Active
406710,9003537,Property,339653.01,Active
406711,9002870,Property,484721.9,Active
406712,9005985,Property,210385.58,Released
406713,9001797,Vehicle,17837.18,Released
406714,9027875,Property,6231.36,Active
406715,9027729,Deposit,389699.28,Active
406716,9021876,Deposit,29006.92,Released
406717,9017694,Deposit,198973.81,Active
406718,9023420,Property,195190.97,Released
406719,9000164,Property,412951.29,Released
406720,9022775,Property,149407.43,Active
406721,9026439,Gold,444415.73,Active
406722,9007972,Deposit,375335.95,Active
406723,9009652,Property,183525.6,Active
406724,9013371,Vehicle,352046.3,Active
406725,9009369,Vehicle,207598.83,Active
406726,9000983,Other,290268.33,Released
406727,9021833,Deposit,253726.49,Active
406728,9018433,Equipment,491935.15,Released
406729,9019860,Gold,249365.29,Released
406730,9023592,Property,246848.29,Active
406731,9018639,Gold,370996.55,Released
406732,9023561,Property,485142.2,Released
406733,9023567,Property,264608.91,Active
406734,9027634,Property,303846.43,Active
406735,9014828,Equipment,391944.13,Active
406736,9029123,Property,140401.56,Active
406737,9012940,Property,244047.23,Released
406738,9017914,Property,302457.46,Active
406739,9002791,Other,141727.94,Active
406740,9001651,Property,73349.3,Active
406741,9016535,Property,192875.4,Active
406742,9024579,Gold,58076.51,Active
406743,9007669,Property,16689.54,Active
406744,9008191,Property,489172.3,Released
406745,9022621,Property,64387.47,Released
406746,9024909,Deposit,81717.33,Released
406747,9025032,Equipment,200780.38,Active
406748,9019359,Property,471617.7,Active
406749,9026672,Gold,427022.43,Active
406750,9003410,Other,156639.77,Active
406751,9003142,Equipment,239367.19,Active
406752,9028050,Property,398412.65,Active
406753,9006889,Gold,85957.38,Released
406754,9021911,Property,148389.99,Released
406755,9009349,Property,203966.67,Active
406756,9003074,Property,411412.65,Released
406757,9017437,Gold,14521.32,Active
406758,9018452,Deposit,152297.41,Active
406759,9022363,Gold,44819.85,Released
406760,9011787,Vehicle,328683.62,Released
406761,9019920,Gold,396782.78,Active
406762,9012782,Property,415118.27,Active
406763,9019977,Property,13007.08,Active
406764,9020695,Property,65594.07,Active
406765,9003559,Property,270594.41,Active
406766,9021251,Property,54994.64,Released
406767,9009294,Gold,155987.99,Active
406768,9014166,Property,339555.15,Active
406769,9013046,Equipment,292125.12,Active
406770,9007585,Vehicle,453091.62,Active
406771,9013764,Property,120375.38,Active
406772,9009063,Vehicle,498986.28,Active
406773,9022316,Property,236168.61,Active
406774,9026201,Property,471644.81,Released
406775,9026238,Vehicle,458686.61,Active
406776,9028042,Gold,160710.35,Active
406777,9012691,Vehicle,332316.89,Active
406778,9028507,Vehicle,193892.5,Active
406779,9010411,Property,494359.57,Active
406780,9026875,Property,143115.0,Active
406781,9008818,Gold,135980.87,Active
406782,9005460,Other,488543.64,Active
406783,9004426,Property,193387.53,Active
406784,9010263,Property,203558.05,Active
406785,9006046,Property,140070.85,Released
406786,9010605,Property,278865.33,Released
406787,9023510,Property,381253.34,Released
406788,9016713,Gold,156595.38,Active
406789,9011326,Equipment,98201.78,Active
406790,9004981,Gold,158566.49,Active
406791,9014299,Property,199087.62,Active
406792,9026982,Property,87420.67,Active
406793,9007048,Property,181393.98,Active
406794,9019620,Vehicle,401153.69,Active
406795,9019323,Property,97610.18,Active
406796,9005582,Property,179863.41,Active
406797,9010197,Vehicle,472561.56,Active
406798,9007047,Property,54127.07,Released
406799,9003536,Vehicle,193818.27,Released
406800,9011247,Equipment,29396.27,Active
406801,9002152,Property,435568.04,Active
406802,9014346,Equipment,328595.75,Released
406803,9016107,Equipment,5368.3,Active
406804,9023223,Property,82122.08,Active
406805,9027471,Deposit,9678.43,Active
406806,9009632,Gold,447760.65,Active
406807,9013507,Vehicle,353239.49,Active
406808,9028023,Vehicle,157033.37,Active
406809,9005478,Vehicle,154366.3,Active
406810,9004750,Vehicle,77893.57,Active
406811,9015525,Property,373115.5,Active
406812,9023701,Property,323071.1,Active
406813,9028700,Vehicle,255572.42,Active
406814,9020173,Property,332474.15,Active
406815,9024747,Property,217320.81,Released
406816,9013600,Vehicle,98435.64,Active
406817,9029393,Deposit,90161.73,Active
406818,9009202,Gold,36396.69,Active
406819,9017324,Deposit,44603.01,Active
406820,9006727,Gold,171747.21,Active
406821,9003805,Gold,16881.53,Released
406822,9027054,Gold,464792.43,Active
406823,9016443,Deposit,210278.85,Released
406824,9009838,Property,218249.46,Active
406825,9009543,Equipment,315062.58,Active
406826,9015613,Property,44533.23,Released
406827,9013205,Property,332939.26,Active
406828,9002565,Deposit,205429.27,Active
406829,9005039,Property,244469.35,Released
406830,9025968,Property,361990.08,Active
406831,9027881,Equipment,367814.96,Active
406832,9011785,Gold,12034.01,Active
406833,9018833,Vehicle,164782.69,Released
406834,9028118,Equipment,456426.55,Released
406835,9029900,Property,261180.22,Active
406836,9004099,Gold,385349.47,Active
406837,9005247,Property,414186.58,Active
406838,9023986,Vehicle,55484.8,Released
406839,9017721,Property,295503.81,Active
406840,9026598,Vehicle,454873.46,Active
406841,9011810,Gold,472416.91,Released
406842,9016251,Gold,149834.46,Active
406843,9003788,Deposit,231531.11,Active
406844,9026773,Property,176018.19,Active
406845,9022160,Vehicle,388442.45,Active
406846,9002205,Property,37525.25,Active
406847,9012604,Property,148926.58,Active
406848,9019908,Deposit,338661.4,Active
406849,9009681,Deposit,467509.22,Active
406850,9003489,Property,222464.34,Active
406851,9029895,Gold,271208.9,Active
406852,9014921,Vehicle,73844.08,Active
406853,9015101,Deposit,388943.65,Active
406854,9010926,Deposit,283928.43,Released
406855,9017956,Vehicle,156470.46,Active
406856,9002551,Vehicle,93814.81,Active
406857,9015157,Gold,90501.84,Active
406858,9018875,Deposit,123630.53,Active
406859,9000389,Deposit,405967.26,Active
406860,9023125,Other,368682.83,Active
406861,9022814,Property,70204.44,Released
406862,9008860,Vehicle,387313.95,Active
406863,9002703,Other,175991.94,Active
406864,9026532,Gold,130851.42,Active
406865,9009353,Vehicle,414030.98,Active
406866,9019608,Vehicle,246979.32,Released
406867,9020824,Deposit,61375.29,Active
406868,9019664,Property,110030.35,Active
406869,9020853,Vehicle,336826.92,Active
406870,9020900,Property,470077.27,Released
406871,9028576,Property,469685.39,Active
406872,9009027,Property,63967.39,Active
406873,9006171,Vehicle,349497.52,Active
406874,9009660,Equipment,131667.74,Active
406875,9006509,Equipment,287090.77,Active
406876,9022006,Vehicle,193238.13,Active
406877,9006946,Property,469557.98,Active
406878,9029280,Deposit,128858.69,Active
406879,9019862,Vehicle,167211.25,Active
406880,9000923,Property,8367.61,Active
406881,9024609,Vehicle,460499.25,Active
406882,9006612,Property,231115.7,Active
406883,9019484,Deposit,83439.75,Active
406884,9016132,Other,198033.73,Active
406885,9009505,Property,408050.26,Active
406886,9020708,Other,189191.96,Active
406887,9018035,Gold,430772.97,Released
406888,9005051,Property,444220.74,Released
406889,9012841,Property,62461.54,Active
406890,9021599,Deposit,185969.72,Active
406891,9015647,Other,377947.55,Active
406892,9007846,Vehicle,164171.84,Active
406893,9027587,Property,345110.67,Active
406894,9007804,Vehicle,347775.01,Released
406895,9029034,Vehicle,161474.26,Active
406896,9018916,Property,340515.78,Active
406897,9024196,Property,475934.09,Released
406898,9010253,Vehicle,399533.4,Released
406899,9008592,Property,447870.27,Active
406900,9025263,Deposit,316303.29,Active
406901,9004182,Gold,123728.97,Active
406902,9025465,Property,459833.76,Active
406903,9001066,Property,50369.76,Active
406904,9014786,Gold,386268.01,Active
406905,9025150,Vehicle,192831.91,Active
406906,9020728,Vehicle,449849.85,Released
406907,9008009,Vehicle,73269.29,Released
406908,9027181,Property,389081.98,Released
406909,9026251,Property,448236.91,Active
406910,9008639,Property,360203.48,Active
406911,9020024,Property,169122.56,Released
406912,9003815,Property,385091.06,Active
406913,9000887,Property,149875.6,Released
406914,9013276,Property,260080.47,Active
406915,9023237,Equipment,109964.94,Active
406916,9028342,Gold,50169.85,Active
406917,9012979,Deposit,21420.42,Active
406918,9004301,Property,157415.29,Active
406919,9020039,Vehicle,123597.06,Active
406920,9010750,Property,231939.08,Active
406921,9000073,Equipment,448776.01,Active
406922,9017623,Property,418097.11,Released
406923,9006345,Vehicle,310644.61,Active
406924,9021684,Equipment,163631.7,Active
406925,9019882,Deposit,386297.57,Active
406926,9002721,Gold,91562.15,Active
406927,9004201,Vehicle,286947.1,Active
406928,9010380,Vehicle,334057.16,Released
406929,9000393,Property,357658.24,Active
406930,9026004,Vehicle,357326.52,Active
406931,9007685,Gold,279388.52,Released
406932,9003279,Deposit,258868.8,Active
406933,9013118,Deposit,241897.08,Released
406934,9002754,Gold,45478.28,Active
406935,9028281,Gold,409695.36,Active
406936,9003272,Property,340904.69,Active
406937,9010628,Property,366869.32,Released
406938,9009844,Equipment,318586.88,Active
406939,9016126,Property,149636.62,Active
406940,9027911,Vehicle,304517.83,Active
406941,9000735,Gold,468538.12,Active
406942,9003392,Equipment,24717.33,Released
406943,9011581,Vehicle,478823.34,Active
406944,9025991,Property,119864.1,Active
406945,9012292,Equipment,419763.28,Active
406946,9016493,Property,437562.92,Released
406947,9022572,Gold,236294.2,Active
406948,9017157,Vehicle,41458.1,Active
406949,9013910,Property,116153.26,Active
406950,9006248,Property,468204.91,Released
406951,9005451,Vehicle,387696.85,Released
406952,9006696,Vehicle,75191.21,Active
406953,9021015,Property,470024.17,Active
406954,9004176,Property,12585.03,Active
406955,9026864,Property,264381.95,Active
406956,9013735,Other,33133.69,Active
406957,9010374,Property,55559.42,Active
406958,9026034,Equipment,202168.93,Active
406959,9019505,Deposit,296843.88,Released
406960,9002286,Gold,253993.52,Active
406961,9018968,Property,126954.34,Active
406962,9018653,Vehicle,354178.62,Active
406963,9016486,Property,350889.29,Released
406964,9027594,Property,258051.84,Active
406965,9005681,Vehicle,227124.16,Active
406966,9021323,Property,475877.95,Active
406967,9022413,Equipment,133261.76,Active
406968,9017355,Property,179493.24,Released
406969,9029636,Property,200832.76,Active
406970,9006879,Property,406395.1,Active
406971,9012363,Property,187240.75,Active
406972,9010818,Property,476510.83,Active
406973,9019775,Property,159003.85,Active
406974,9029801,Gold,39904.18,Active
406975,9022708,Other,55675.14,Active
406976,9020809,Property,215451.11,Released
406977,9013152,Deposit,423101.1,Active
406978,9010590,Property,408678.08,Active
406979,9022544,Gold,70602.37,Active
406980,9025842,Property,470242.69,Active
406981,9008339,Deposit,152386.99,Released
406982,9025781,Gold,192043.16,Released
406983,9000675,Property,432566.25,Active
406984,9015938,Property,127738.48,Active
406985,9002981,Gold,141250.66,Active
406986,9021784,Gold,373865.1,Active
406987,9016392,Property,190059.21,Active
406988,9014808,Property,264268.11,Active
406989,9025124,Vehicle,6751.12,Active
406990,9012459,Vehicle,329917.57,Active
406991,9010155,Property,27927.64,Released
406992,9016231,Property,164965.51,Active
406993,9015388,Vehicle,395334.38,Active
406994,9003010,Property,175557.44,Active
406995,9020074,Property,239023.15,Active
406996,9025966,Vehicle,460200.21,Active
406997,9004119,Deposit,298820.25,Active
406998,9016960,Property,20698.67,Active
406999,9027995,Deposit,450219.83,Active
407000,9006883,Equipment,133461.1,Released
407001,9016919,Property,373709.92,Active
407002,9024055,Vehicle,465947.21,Active
407003,9020207,Gold,369889.07,Active
407004,9018221,Equipment,17515.27,Active
407005,9008254,Equipment,12372.98,Active
407006,9029049,Property,309375.58,Active
407007,9023101,Equipment,209993.44,Active
407008,9017285,Other,273291.18,Active
407009,9025504,Other,461047.31,Released
407010,9006132,Vehicle,95697.06,Active
407011,9019792,Property,91495.01,Active
407012,9008181,Vehicle,457184.91,Active
407013,9018018,Deposit,26488.95,Active
407014,9010237,Vehicle,446224.87,Active
407015,9024422,Property,322829.32,Released
407016,9009166,Vehicle,454110.99,Active
407017,9020725,Property,246447.35,Active
407018,9029284,Gold,250294.38,Released
407019,9022578,Property,109402.37,Active
407020,9007986,Property,10735.92,Released
407021,9006679,Deposit,336941.02,Released
407022,9004650,Property,116084.57,Active
407023,9018502,Vehicle,294749.48,Active
